_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
30,4048,,2023-05-19,Local Road Reconstruction,GIBSON ST&lt;br&gt; From: DUFFERIN ST&lt;br&gt; To: WESTMOUNT AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2028 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4470016686532,43.6905738251561],[-79.447061790115,43.6905918916155],[-79.4471245131365,43.6905842794449],[-79.4471920812408,43.6905684422923],[-79.4480879069253,43.6903913695446]]}"
31,4769,,2023-12-08,Laneway Reconstruction,[30.50 m W] BEATRICE ST&lt;br&gt; From: [36.60 m N] DUNDAS ST W&lt;br&gt; To: [30.50 m S] COLLEGE ST (TO),"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q2 2026 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4155810547327,43.6508007945212],[-79.4171087607406,43.6546673031688],[-79.4171565928882,43.6547878740736]]}"
32,4917,1,2024-03-14,Local Road Reconstruction,BAYVIEW WOOD&lt;br&gt; From: MILDENHALL RD&lt;br&gt; To: [65.97 m N/E] ST AUBYNS CRES [END],"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2027 - Q1 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Harry Persaud, Engineering and Construction Services",hpersau3@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3847640639245,43.7267010748062],[-79.3841382049786,43.7268618910575],[-79.3841382049786,43.7268618910575],[-79.3840794665047,43.7268630214664],[-79.3839893147196,43.7268687745076],[-79.3838939607067,43.7268817051827],[-79.3838133640315,43.7269021479121],[-79.3837559793898,43.7269149901435],[-79.3836793197926,43.7269213318399],[-79.3833170326876,43.7274539592486],[-79.386156918345,43.7274497588323],[-79.3860389327796,43.7274833788024],[-79.3860152486876,43.7274898810845],[-79.3858896993449,43.72752518559],[-79.3857917706978,43.7275398966215],[-79.3856925966543,43.7275632925187],[-79.3855810828837,43.727581042103],[-79.3854543417122,43.7275901801369],[-79.3853566302999,43.7275819927627],[-79.3852439301143,43.7275579480779],[-79.3851618871654,43.7275282453043],[-79.3850870322546,43.7274920958103],[-79.3850174167655,43.7274487856517],[-79.384944739288,43.7273905312121],[-79.3848806697512,43.727329143063],[-79.3848242702101,43.7272624437742],[-79.3847689025409,43.7271943043986],[-79.3847220129178,43.7271266686143],[-79.3846866620751,43.7270744815767],[-79.384647924085,43.7270338748043],[-79.3845997840372,43.7269905590549],[-79.3845474860626,43.726952989977],[-79.3844854175864,43.7269236030293],[-79.3844204563041,43.7269068958691],[-79.3843534179204,43.7268930588659],[-79.3843136877089,43.7268851254747],[-79.3842554768726,43.7268765171669],[-79.384169956676,43.7268620123502],[-79.3841499735354,43.7268616599525],[-79.3841382049786,43.7268618910575]]}"
33,4922,,2024-04-05,Laneway Reconstruction,Reggae LN ([30 m S] EGLINTON AVE W)&lt;br&gt; From: [48 m W] ALAMEDA AVE&lt;br&gt; To: OAKWOOD AVE,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q3 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4426455658532,43.6969425186823],[-79.4419622463682,43.69709103167],[-79.4419478252956,43.6970551722199],[-79.4407554354441,43.6973174718272]]}"
34,4942,,2024-04-12,Major Road Rehabilitation,DUPONT ST&lt;br&gt; From: HURON ST&lt;br&gt; To: MADISON AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q4 2026 - Q3 2027,Active,,Transportation Services,"Shahid Virk, Engineering and Construction Services",svirk@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4047887916673,43.6753576543882],[-79.4059769635791,43.6751085658455]]}"
35,5067,,2024-04-05,Local Road Reconstruction,DRAPER ST&lt;br&gt; From: FRONT ST W&lt;br&gt; To: WELLINGTON ST W,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2025 - Q3 2025,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Angela Au, Engineering and Construction Services",aau2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3975866728246,43.6417692035288],[-79.3982472385781,43.643300637109]]}"
36,5150,TS2023-04-089,2024-06-26,Local Road Rehabilitation,EVANS AVE (TO)&lt;br&gt; From: COLBECK ST&lt;br&gt; To: ARDAGH ST,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026 (Carry-Over),Active,,Transportation Services,"Augustine Anifowose, Engineering and Construction Services",aanifow@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.483865437579,43.6534273781895],[-79.4850005380202,43.6561965500742]]}"
37,5189,TS2023-04-223,2024-06-26,Local Road Rehabilitation,MARGDON RD&lt;br&gt; From: KENNEDY PARK RD&lt;br&gt; To: GLENDONWYNNE RD,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026 (Carry-Over),Active,,Transportation Services,"Augustine Anifowose, Engineering and Construction Services",aanifow@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4732038861529,43.6527118143564],[-79.4732867723957,43.6526117962668],[-79.4733498847216,43.6525856764555],[-79.473418683022,43.6525690633652],[-79.474381054799,43.6523617954893]]}"
38,5234,TS2023-13-001,2024-06-27,Major Road Reconstruction,GERRARD ST E&lt;br&gt; From: TILBURN PL&lt;br&gt; To: RATHMORE AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2029 - Q2 2032,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Sarmad Al-Douri, Engineering and Construction Services",saldour@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2818026874289,43.687936378166],[-79.2808034597103,43.6881509458582]]}"
39,5269,TS2023-11-241,2024-06-26,Laneway Reconstruction,[36.60 m N] BLOOR ST W&lt;br&gt; From: [35.10 m E] MARKHAM ST&lt;br&gt; To: MARKHAM ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2024 - Q3 2024,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4125770149826,43.6653093092945],[-79.4121105824931,43.6654042658881],[-79.4120663249703,43.6654395909042]]}"
